대여소번호,대여소명,자치구,경도,위도
2394, 개포래미안포레스트아파트 107동 앞,강남구,127.05419159,37.48025131
2396, 영동3교 북단(우성캐릭터 앞 보도),강남구,127.05104828,37.48574066
2398, 더라움,강남구,127.0394516,37.50811005
2401, 밀알학교 입구 (삼성서울병원 입구),강남구,127.08267212,37.48656082
2403, 공무원연금매점 교차로 (개포주공9단지 입구),강남구,127.07453918,37.48871994
2404, 대모산입구역 4번 출구 앞,강남구,127.07315826,37.49180984
2405, 청담공원앞 교차로,강남구,127.05084991,37.51871109
2406, 논현동 광명빌딩 앞,강남구,127.02364349,37.5175705
2407, 역삼서초삼성 세무서 앞 (역삼빌딩 앞,강남구,127.03011322,37.49847031
2408, 강남한양수자인아파트,강남구,127.11327362,37.4773407
2409, 역삼동 디오슈페리움 (우성아파트 사거리),강남구,127.03074646,37.49206161
2410, 포스코피앤에스타워 (역삼역 3번출구 부근),강남구,127.03375244,37.49959946
2411, 세곡동 성당,강남구,127.11222839,37.47296906
2413,도곡역 1번 출구,강남구,127.05498505,37.49095917
2414, 도곡역 아카데미스위트 앞,강남구,127.05182648,37.48897171
2415,한티역 롯데백화점 앞,강남구,127.05342865,37.49667358
2416,한티역 6번 출구,강남구,127.05219269,37.4958992
2417,선정릉 디캠프(D.CAMP)앞,강남구,127.04524994,37.50799942
2418,봉은사역 7번 출구,강남구,127.05982208,37.51393509
2419,"봉은사역 1,2번 출구",강남구,127.05970001,37.51430893
2420,학여울역 사거리(LG베스트샵 앞),강남구,127.07013702,37.49689484
2421, 신논현역 4번출구,강남구,127.02579498,37.504673
2422,수서동 성당 맞은편,강남구,127.09484863,37.48416901
2423,영희초교 사거리(래미안개포루체하임),강남구,127.08065033,37.4908371
2425,세곡동 사거리(대왕초등학교 정류장),강남구,127.10684967,37.46461868
2426,강남한신휴플러스 6단지,강남구,127.10469818,37.46829605
2427,개포고등학교 정문앞,강남구,127.0583725,37.48485184
2430,강남파이낸스센터앞(역삼역2번출구),강남구,127.03605652,37.50024414
2431,대치역 7번출구,강남구,127.06290436,37.49411774
2501, 서초 포레스타5단지,서초구,127.05706024,37.45066071
2502, 서초역1번출구 앞,서초구,127.00855255,37.49195099
2503, 반포1동 서초빌딩 앞,서초구,127.0213623,37.50381088
2504, 신사역 4번출구 뒤,서초구,127.01930237,37.51588058
2505, 우성아파트사거리 (기업은행앞),서초구,127.02953339,37.49325943
2506, LG유플러스 (방배사옥),서초구,126.99067688,37.47909164
2509, 심산기념문화센터,서초구,126.9911499,37.49836349
2510, JW타워,서초구,127.02146149,37.48303986
2511, 이수역 6번출구 앞,서초구,126.98232269,37.48366165
2514,사평역 2번출구,서초구,127.01602173,37.50364304
2515,서초초등학교 후문,서초구,127.02472687,37.49892807
2516,본마을 노인복지센터 앞,서초구,127.052742,37.45441818
2517,서초그랑자이 앞,서초구,127.0247879,37.48768234
2518,서초동 현대아파트 앞,서초구,127.02489471,37.48731613
2519,서초2교(사임당로 방면),서초구,127.02352142,37.49100876
2520,서초1교 (진흥아파트 방면),서초구,127.02177429,37.49593353
2521,서초 크로바타워 앞,서초구,127.0191803,37.49556351
2523,뉴코아 킴스클럽 앞,서초구,127.00725555,37.51019287
2524,반포쇼핑타운 8동 앞,서초구,127.00801849,37.50735092
2525,반포쇼핑타운 2동 앞,서초구,127.00215912,37.5056076
2527,반포중학교 앞(세화여고 맞은편),서초구,126.99359894,37.50296021
2529,우리은행 방배동지점 앞,서초구,126.99208069,37.48991776
2530,삼호3차아파트 앞,서초구,126.98706818,37.4977951
2531,멤피스아파트 앞,서초구,126.98935699,37.49420547
2532,국립국악원 앞,서초구,127.00878143,37.47820282
2533,한가람미술관 앞,서초구,127.01452637,37.48087692
2535,신반포역 3번출구 뒤,서초구,126.99732208,37.50362396
2536,서초종합체육관 입구,서초구,127.0413208,37.45899582
2537,양재역 8번출구 앞,서초구,127.03643799,37.48257065
2538,사평리근린공원,서초구,127.01525116,37.52026749
2539,대한무역투자진흥공사 KOTRA 앞,서초구,127.04377747,37.46540833
2540,반포천 앞,서초구,126.99625397,37.49905014
2541,옛골 입구,서초구,127.07033539,37.43097687
2542,신논현타워 앞,서초구,127.02391052,37.50508881
2545,국립중앙도서관(국제회의장옆),서초구,127.00427246,37.49721146
2547, 반포래미안 리오센트,서초구,127.01480865,37.51832199
